mode,load,0_densenet121-2,1_mobilenet_v2-8,2_vgg13-32
mps-uncap,0.8,32.03434268150849,428.29256428111313,1538.7317726441618
mps-uncap,0.9,39.930318584344334,474.87950052490737,1760.038708976866
mps-uncap,1.0,42.88561245372048,537.6082934017551,1844.7294831092827
mps-uncap,0.5,21.197370447507847,271.1089892607673,935.6452933291803
mps-uncap,0.6,26.272865989028368,311.1480513009416,1146.3355836668852
mps-uncap,0.7,27.09600470549646,359.0961711648222,1364.3106126093376
mps-uncap,0.1,3.6068595289619236,56.759963324739985,210.91226572842154
mps-uncap,0.2,8.770622623839087,106.3588205702811,339.82659611613553
mps-uncap,0.3,12.541559234537601,161.70873440283776,588.3741125996879
mps-uncap,0.4,17.010014798296243,212.46949835885545,753.312137149696
