mode,load,0_densenet121-2,1_mobilenet_v2-8,2_vgg13-32
mps-uncap,0.8,0.01239776611328125,0.01049041748046875,0.009775161743164062
mps-uncap,0.9,0.013113021850585938,0.010967254638671875,0.011205673217773438
mps-uncap,1.0,0.012159347534179688,0.011205673217773438,0.011444091796875
mps-uncap,0.5,0.012159347534179688,0.010728836059570312,0.011444091796875
mps-uncap,0.6,0.011682510375976562,0.011444091796875,0.010013580322265625
mps-uncap,0.7,0.011444091796875,0.010251998901367188,0.011444091796875
mps-uncap,0.1,0.026226043701171875,0.011920928955078125,0.021219253540039062
mps-uncap,0.2,0.02002716064453125,0.010967254638671875,0.015735626220703125
mps-uncap,0.3,0.02002716064453125,0.011682510375976562,0.011920928955078125
mps-uncap,0.4,0.011920928955078125,0.011205673217773438,0.011920928955078125
