mode,load,0_densenet121-2,1_mobilenet_v2-8,2_vgg13-32
mps-uncap,0.8,25.545358657836914,10.751724243164062,15.849113464355469
mps-uncap,0.9,39.78443145751953,15.109777450561523,16.270160675048828
mps-uncap,1.0,46.942949295043945,15.620946884155273,16.499757766723633
mps-uncap,0.5,16.335725784301758,5.832433700561523,15.128374099731445
mps-uncap,0.6,16.605854034423828,6.019234657287598,15.344381332397461
mps-uncap,0.7,20.933866500854492,9.156346321105957,15.54250717163086
mps-uncap,0.1,16.94011688232422,5.988717079162598,14.597177505493164
mps-uncap,0.2,17.64857769012451,5.9070587158203125,14.587640762329102
mps-uncap,0.3,17.332792282104492,6.034374237060547,14.658451080322266
mps-uncap,0.4,16.97516441345215,5.7964324951171875,14.809370040893555
