mode,load,0_densenet121-2,1_mobilenet_v2-8,2_vgg13-32
mps-uncap,0.8,51.39279365539551,18.024682998657227,18.311500549316406
mps-uncap,0.9,60.35184860229492,17.392396926879883,18.282413482666016
mps-uncap,1.0,61.39016151428223,17.57526397705078,18.409252166748047
mps-uncap,0.5,47.512054443359375,16.9527530670166,16.910314559936523
mps-uncap,0.6,49.07417297363281,16.87002182006836,17.19212532043457
mps-uncap,0.7,48.69556427001953,17.171621322631836,17.518997192382812
mps-uncap,0.1,33.29205513000488,16.207218170166016,16.22605323791504
mps-uncap,0.2,34.707069396972656,16.080141067504883,16.555309295654297
mps-uncap,0.3,42.725563049316406,16.553640365600586,16.222000122070312
mps-uncap,0.4,39.33358192443848,16.684770584106445,16.63947105407715
