mode,load,0_densenet121-2,1_mobilenet_v2-8,2_vgg13-32
mps-uncap,0.8,78.14526557922363,42.10777282714846,71.07436656951901
mps-uncap,0.9,229.73451614379894,87.32042312622067,175.6460189819336
mps-uncap,1.0,563.0919933319095,741.6529655456543,591.9784069061279
mps-uncap,0.5,37.02845573425293,19.443106651306152,33.2188606262207
mps-uncap,0.6,45.90892791748047,22.555422782897956,43.21300983428955
mps-uncap,0.7,63.18376064300538,29.67195510864257,58.65416526794434
mps-uncap,0.1,18.172693252563477,6.8302154541015625,15.426397323608398
mps-uncap,0.2,23.899555206298828,10.27340888977051,19.526195526123047
mps-uncap,0.3,28.394651412963867,14.768743515014647,25.624656677246094
mps-uncap,0.4,31.364774703979492,15.67807197570801,28.5667896270752
