mode,load,0_squeezenet1_0-4,1_squeezenet1_0-4,2_squeezenet1_0-4,3_squeezenet1_0-4
mig,1.0,0.005245208740234375,0.000476837158203125,0.000476837158203125,0.0057220458984375
