mode,load,0_alexnet-2,1_densenet121-8,2_efficientnet_b5-2
mps-uncap,0.8,1378.6355257034302,217.5583839416504,1739.7701740264893
mps-uncap,0.9,2910.203695297241,3925.2912998199463,6940.955281257629
mps-uncap,1.0,5669.264554977417,6787.250280380249,9754.566192626953
mps-uncap,0.5,1.3086795806884766,17.26353168487549,25.31719207763672
mps-uncap,0.6,1.642465591430664,23.551225662231445,35.99870204925537
mps-uncap,0.7,3.623366355895996,35.14504432678223,78.87077331542969
mps-uncap,0.1,1.3477802276611328,21.297574043273926,23.766279220581055
mps-uncap,0.2,1.3208389282226562,14.56904411315918,17.38715171813965
mps-uncap,0.3,1.259922981262207,14.33110237121582,17.457127571105957
mps-uncap,0.4,1.105189323425293,14.67287540435791,18.055200576782227
