mode,load,0_alexnet-2,1_densenet121-8,2_efficientnet_b5-2
mps-uncap,0.8,2899.029016494751,568.5996532440186,3728.4290313720703
mps-uncap,0.9,5282.452630996704,7417.152047157288,12061.519885063171
mps-uncap,1.0,10047.869348526001,11657.855725288391,16617.11325645447
mps-uncap,0.5,3.2717466354370117,37.768626213073745,60.82305908203125
mps-uncap,0.6,4.136466979980469,59.22708511352539,85.41026115417486
mps-uncap,0.7,12.267327308654787,116.86623096466064,258.2475662231446
mps-uncap,0.1,1.7696380615234375,26.646971702575684,27.57744789123535
mps-uncap,0.2,2.095222473144532,24.260330200195316,29.31151390075684
mps-uncap,0.3,2.3488998413085938,25.382089614868168,32.999634742736816
mps-uncap,0.4,2.452850341796875,31.977868080139167,41.30854606628417
