mode,load,0_alexnet-2,1_densenet121-8,2_efficientnet_b5-2
mps-uncap,0.8,3322.622299194336,767.3780918121338,4044.1904067993164
mps-uncap,0.9,5856.202125549316,8686.928749084473,13704.51545715332
mps-uncap,1.0,11228.467226028442,12907.321691513062,18638.53096961975
mps-uncap,0.5,12.382745742797852,94.66314315795898,167.6645278930664
mps-uncap,0.6,13.778924942016602,188.44056129455566,189.80669975280762
mps-uncap,0.7,34.147024154663086,248.4433650970459,437.72292137145996
mps-uncap,0.1,5.059719085693359,48.957109451293945,50.791025161743164
mps-uncap,0.2,6.134986877441406,49.58295822143555,66.03074073791504
mps-uncap,0.3,8.519172668457031,60.57548522949219,66.88475608825684
mps-uncap,0.4,8.646011352539062,93.70589256286621,105.54933547973633
