mode,load,0_alexnet-2,1_densenet121-8,2_efficientnet_b5-2
mps-uncap,0.8,6.810903549194336,15.615224838256836,19.701242446899414
mps-uncap,0.9,9.43446159362793,15.444040298461914,18.815040588378906
mps-uncap,1.0,14.334678649902344,15.424489974975586,19.599199295043945
mps-uncap,0.5,3.070831298828125,15.726804733276367,19.298553466796875
mps-uncap,0.6,2.8717517852783203,16.3881778717041,18.512487411499023
mps-uncap,0.7,2.996683120727539,14.885187149047852,18.7833309173584
mps-uncap,0.1,3.9153099060058594,28.230905532836914,31.81171417236328
mps-uncap,0.2,5.632638931274414,26.4437198638916,27.738094329833984
mps-uncap,0.3,6.353616714477539,26.58247947692871,26.833772659301758
mps-uncap,0.4,6.19959831237793,21.574020385742188,20.801544189453125
