mode,load,0_alexnet-2,1_densenet121-8,2_efficientnet_b5-2
mps-uncap,0.8,2.2809553146362314,13.539972305297852,16.480226516723633
mps-uncap,0.9,2.028446197509765,14.357876777648926,17.413458824157715
mps-uncap,1.0,2.0294952392578125,14.117116928100584,17.76592254638672
mps-uncap,0.5,2.1875548362731925,13.71425151824951,17.25233316421508
mps-uncap,0.6,2.1688747406005855,13.387727737426758,17.197554111480713
mps-uncap,0.7,2.2706723213195783,13.31324577331543,16.71234130859375
mps-uncap,0.1,1.6755151748657229,27.770853042602543,28.152923583984375
mps-uncap,0.2,1.7134714126586914,21.783742904663086,26.76271438598632
mps-uncap,0.3,1.9842338562011743,20.57323455810547,19.852628707885767
mps-uncap,0.4,2.1599650382995597,15.07429361343384,17.88846254348755
