mode,load,0_alexnet-2,1_densenet121-8,2_efficientnet_b5-2
mps-uncap,0.8,3249.71599817276,691.6077041625977,3935.791735649109
mps-uncap,0.9,5754.086580276489,8552.546548843384,13466.276082992552
mps-uncap,1.0,11047.371654510498,12736.552400588987,18426.251106262207
mps-uncap,0.5,5.30518054962158,48.31313371658318,105.14409780502307
mps-uncap,0.6,6.762905120849608,135.95674514770502,122.10829496383667
mps-uncap,0.7,21.723823547363242,191.73775911331202,371.3526630401611
mps-uncap,0.1,1.4175224304199219,21.574735641479506,22.833566665649407
mps-uncap,0.2,2.152876853942871,23.12704086303717,28.84531974792479
mps-uncap,0.3,2.9943108558654803,30.52029609680175,35.52582979202274
mps-uncap,0.4,3.2747268676757773,45.08469104766849,56.155288219451876
