mode,load,0_resnet101-16,1_resnet18-16,2_vgg11-16
mps-uncap,0.6,68.92671108245851,21.533532142639167,20.518894195556665
mig,0.6,110.01813888549805,40.59085845947265,109.25179481506353
mps-uncap,0.7,75.63720226287836,24.783313274383545,21.732962131500244
mig,0.7,167.88797616958618,52.16237068176269,139.00594949722293
mps-uncap,0.8,112.34421968460084,34.99434471130372,23.394126892089943
mig,0.8,220.61121463775623,82.4082326889039,286.16471290588373
mps-uncap,0.9,241.16599559783953,59.59991455078126,31.62313938140867
mig,0.9,404.99286651611374,179.08280611038202,450.5974054336548
mps-uncap,1.0,711.4880084991455,113.75140428543087,32.84894466400163
mig,1.0,1116.8046855926514,1783.4168910980225,1834.7803831100464
mps-uncap,1.1,10243.73044013977,323.2076048851013,37.56644964218136
mig,1.1,8931.471500396729,10527.998232841492,10334.54731464386
mps-uncap,1.2,21324.962508678436,7335.76931476593,41.39646053314202
mig,1.2,16870.932114124298,16529.504280090332,17784.46023464203
mps-uncap,1.3,28600.098979473114,15931.156234741211,46.345450878143254
mig,1.3,21894.021325111386,20409.88295316696,21260.79912185669
