mode,load,0_squeezenet1_1-32,1_alexnet-16,2_mobilenet_v3_small-32
mps-uncap,1.0,10.086703300476076,5.256693363189697,10.059595108032227
mig,1.0,9.353814125061037,5.000514984130859,8.642864227294922
