mode,load,0_squeezenet1_1-32,1_alexnet-16,2_mobilenet_v3_small-32
mps-uncap,1.0,20.84803581237793,14.750003814697266,21.27218246459961
mig,1.0,18.2952880859375,11.729955673217773,18.784284591674805
