mode,load,0_squeezenet1_1-32,1_alexnet-16,2_mobilenet_v3_small-32
mps-uncap,1.0,10.086727142333984,5.256733894348144,10.059833526611328
mig,1.0,9.354052543640138,5.000753402709961,8.642864227294922
