mode,load,0_squeezenet1_1-32,1_alexnet-16,2_mobilenet_v3_small-32
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
mig,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
