mode,load,0_squeezenet1_1-32,1_alexnet-16,2_mobilenet_v3_small-32
mps-uncap,1.0,9.34600830078125,4.231381416320802,9.38105583190918
mig,1.0,8.720159530639648,4.602909088134766,7.963943481445312
