mode,load,0_efficientnet_b7-32,1_mobilenet_v3_large-4,2_squeezenet1_0-8
mps-uncap,0.8,471.30465507507324,110.07499694824219,97.78833389282227
mps-uncap,0.9,1374.6225833892822,237.87832260131836,134.10305976867676
mps-uncap,1.0,1446.639060974121,230.33571243286133,1427.319049835205
mps-uncap,0.5,238.93451690673828,58.0599308013916,37.24098205566406
mps-uncap,0.6,330.17754554748535,62.810420989990234,56.498050689697266
mps-uncap,0.7,362.51187324523926,50.81486701965332,59.13805961608887
mps-uncap,0.1,80.82127571105957,16.144514083862305,18.55325698852539
mps-uncap,0.2,166.62931442260742,22.19986915588379,23.74553680419922
mps-uncap,0.3,143.19467544555664,32.80210494995117,21.66604995727539
mps-uncap,0.4,198.8234519958496,32.445669174194336,29.926061630249023
