mode,load,0_efficientnet_b7-32,1_mobilenet_v3_large-4,2_squeezenet1_0-8
mps-uncap,0.8,57.172536849975586,3.1349658966064453,4.554271697998047
mps-uncap,0.9,135.98954677581787,13.746976852416992,10.018348693847656
mps-uncap,1.0,301.38468742370605,23.891687393188477,163.13493251800537
mps-uncap,0.5,0.06103515625,0.04649162292480469,0.04315376281738281
mps-uncap,0.6,12.863636016845703,0.048160552978515625,0.045299530029296875
mps-uncap,0.7,25.501489639282227,0.06389617919921875,0.5435943603515625
mps-uncap,0.1,0.058531761169433594,0.052928924560546875,0.052928924560546875
mps-uncap,0.2,0.05984306335449219,0.04982948303222656,0.04601478576660156
mps-uncap,0.3,0.0591278076171875,0.04792213439941406,0.0438690185546875
mps-uncap,0.4,0.06031990051269531,0.04839897155761719,0.0438690185546875
