mode,load,0_efficientnet_b7-8,1_mobilenet_v3_small-32,2_squeezenet1_1-16
mps-uncap,0.8,29.54256534576416,6.055355072021484,4.3822526931762695
mps-uncap,0.9,32.16719627380371,6.295442581176758,4.641175270080566
mps-uncap,1.0,28.98883819580078,6.9065093994140625,4.566669464111328
mps-uncap,0.5,23.859262466430664,5.362987518310547,3.3516883850097656
mps-uncap,0.6,24.79267120361328,5.286931991577148,3.372311592102051
mps-uncap,0.7,26.095271110534668,5.329489707946777,3.816843032836914
mps-uncap,0.1,24.522781372070312,9.701251983642578,4.161238670349121
mps-uncap,0.2,23.555517196655273,9.35816764831543,4.01616096496582
mps-uncap,0.3,22.83000946044922,7.346987724304199,3.9811134338378906
mps-uncap,0.4,23.295283317565918,6.02269172668457,3.7164688110351562
