mode,load,0_efficientnet_b7-8,1_mobilenet_v3_small-32,2_squeezenet1_1-16
mps-uncap,0.8,613.3156180381775,80.42299270629883,116.14946365356444
mps-uncap,0.9,2436.8545341491695,152.40716934204102,642.1991777420045
mps-uncap,1.0,2025.1963615417483,8044.590368270875,5696.777791976929
mps-uncap,0.5,76.42363071441648,26.11627578735352,13.923659324645989
mps-uncap,0.6,102.90296554565428,30.34401416778564,16.248302459716804
mps-uncap,0.7,126.55301809310915,32.16335535049438,28.184139728546135
mps-uncap,0.1,57.64964580535888,19.080526828765866,8.446869850158691
mps-uncap,0.2,58.19966793060297,24.430546760559064,9.579539299011229
mps-uncap,0.3,54.72227096557621,24.43488121032714,11.420536041259771
mps-uncap,0.4,62.21673488616938,20.700321197509766,13.339886665344235
