mode,load,0_efficientnet_b7-8,1_mobilenet_v3_small-32,2_squeezenet1_1-16
mps-uncap,0.8,21.706342697143555,4.14276123046875,2.162456512451172
mps-uncap,0.9,21.70538902282715,4.132509231567383,2.335786819458008
mps-uncap,1.0,22.110939025878906,4.727840423583984,3.163576126098633
mps-uncap,0.5,21.081209182739258,4.13060188293457,2.135753631591797
mps-uncap,0.6,20.88761329650879,4.11224365234375,2.1333694458007812
mps-uncap,0.7,20.892620086669922,4.138946533203125,2.1469593048095703
mps-uncap,0.1,21.68583869934082,4.173994064331055,2.480030059814453
mps-uncap,0.2,21.310091018676758,4.137516021728516,2.306699752807617
mps-uncap,0.3,20.967960357666016,4.090309143066406,2.1719932556152344
mps-uncap,0.4,21.048784255981445,4.111528396606445,2.1619796752929688
