mode,load,0_efficientnet_b7-8,1_mobilenet_v3_small-32,2_squeezenet1_1-16
mps-uncap,0.8,213.3435010910036,40.84625244140625,47.97236919403077
mps-uncap,0.9,2166.0581588745117,93.6577320098877,542.6749467849731
mps-uncap,1.0,1858.3574295043945,7118.418645858765,4851.295399665834
mps-uncap,0.5,52.15952396392822,14.058780670166014,8.238029479980469
mps-uncap,0.6,61.086559295654304,17.328977584838874,9.285664558410643
mps-uncap,0.7,78.87892723083495,18.16642284393311,15.672826766967775
mps-uncap,0.1,39.553213119506836,13.779807090759277,6.06043338775635
mps-uncap,0.2,38.27977180480957,15.799617767333983,6.819248199462891
mps-uncap,0.3,39.249467849731445,15.088200569152844,7.59282112121582
mps-uncap,0.4,43.92569065093995,13.038015365600588,8.003616333007814
