mode,load,0_efficientnet_b7-8,1_mobilenet_v3_small-32,2_squeezenet1_1-16
mps-uncap,0.8,668.0359840393066,117.5997257232666,161.44108772277832
mps-uncap,0.9,2569.2365169525146,198.1375217437744,677.4532794952393
mps-uncap,1.0,2137.880563735962,8228.346347808838,5834.602832794189
mps-uncap,0.5,86.00759506225586,58.736324310302734,23.934602737426758
mps-uncap,0.6,166.59092903137207,62.78061866760254,24.254560470581055
mps-uncap,0.7,175.8437156677246,70.88685035705566,48.073530197143555
mps-uncap,0.1,69.86021995544434,27.728557586669922,12.697935104370117
mps-uncap,0.2,92.88573265075684,32.88626670837402,17.117023468017578
mps-uncap,0.3,72.07846641540527,34.015655517578125,19.56319808959961
mps-uncap,0.4,83.72163772583008,36.16499900817871,25.980234146118164
