mode,load,0_efficientnet_b7-8,1_mobilenet_v3_small-32,2_squeezenet1_1-16
mps-uncap,0.8,79.7736644744873,12.89820671081543,12.543201446533203
mps-uncap,0.9,932.1672916412354,35.89439392089844,177.5904893875122
mps-uncap,1.0,460.45637130737305,3605.773687362671,1988.7573719024658
mps-uncap,0.5,26.801705360412598,7.281064987182617,3.987550735473633
mps-uncap,0.6,29.587507247924805,7.737159729003906,4.430651664733887
mps-uncap,0.7,37.17076778411865,8.066058158874512,6.016135215759277
mps-uncap,0.1,24.900197982788086,9.850263595581055,4.225730895996094
mps-uncap,0.2,24.019956588745117,9.59622859954834,4.11224365234375
mps-uncap,0.3,23.781538009643555,8.400917053222656,4.145383834838867
mps-uncap,0.4,25.080561637878418,7.44318962097168,4.077911376953125
