mode,load,0_efficientnet_b7-8,1_mobilenet_v3_small-32,2_squeezenet1_1-16
mps-uncap,0.8,37.33539581298828,13.405084609985352,14.33110237121582
mps-uncap,0.9,42.71435737609863,16.968250274658203,16.444921493530273
mps-uncap,1.0,39.11542892456055,17.92001724243164,15.536069869995117
mps-uncap,0.5,33.882856369018555,14.046192169189453,10.589838027954102
mps-uncap,0.6,37.77766227722168,15.842199325561523,10.732173919677734
mps-uncap,0.7,34.71732139587402,19.928693771362305,12.650489807128906
mps-uncap,0.1,51.050424575805664,12.933015823364258,9.716510772705078
mps-uncap,0.2,41.03827476501465,17.688989639282227,17.0900821685791
mps-uncap,0.3,37.539005279541016,16.167879104614258,11.688709259033203
mps-uncap,0.4,37.22333908081055,13.872861862182617,11.082649230957031
