mode,load,0_efficientnet_b7-8,1_mobilenet_v3_small-32,2_squeezenet1_1-16
mps-uncap,0.8,184.15279388427734,34.3334197998047,43.35262775421147
mps-uncap,0.9,2133.7334156036377,87.01825141906738,537.7458333969116
mps-uncap,1.0,1829.9646377563477,7109.484910964966,4846.10743522644
mps-uncap,0.5,26.955676078796383,7.948780059814448,4.419398307800294
mps-uncap,0.6,36.49654388427737,11.370420455932623,5.415940284729004
mps-uncap,0.7,53.10325622558592,12.384438514709474,11.492037773132333
mps-uncap,0.1,0.7332324981689454,4.149746894836425,0.5517244338989332
mps-uncap,0.2,11.272311210632324,7.047533988952635,2.151799201965332
mps-uncap,0.3,17.786550521850593,7.571673393249516,3.235483169555664
mps-uncap,0.4,21.145248413085938,6.672906875610353,3.891086578369141
