mode,load,0_mobilenet_v3_small-2,1_vgg16-4,2_vgg16-8
mps-uncap,0.8,9.418964385986328,8.57839584350586,9.179973602294924
mps-uncap,0.9,10.204315185546875,9.1094970703125,8.892297744750977
mps-uncap,1.0,10.389924049377441,9.248924255371094,8.867883682250977
mps-uncap,0.5,8.923053741455078,8.095622062683105,8.474016189575195
mps-uncap,0.6,8.487176895141602,8.021831512451172,8.70060920715332
mps-uncap,0.7,8.960413932800293,8.525705337524414,8.659934997558594
mps-uncap,0.1,9.859800338745117,5.622863769531252,9.148406982421875
mps-uncap,0.2,9.999036788940431,6.489038467407227,8.07957649230957
mps-uncap,0.3,9.828472137451172,7.149004936218263,8.317184448242188
mps-uncap,0.4,9.556961059570312,7.828736305236816,8.317756652832031
