mode,load,0_mobilenet_v3_small-2,1_vgg16-4,2_vgg16-8
mps-uncap,0.8,78.77346038818364,79.95276689529425,98.81285667419424
mps-uncap,0.9,563.6498594284055,270.8484554290772,321.32558822631825
mps-uncap,1.0,5564.49431180954,7079.314105510712,5418.080635070801
mps-uncap,0.5,16.762559413909923,15.26157855987547,22.943086624145486
mps-uncap,0.6,19.78773593902588,22.040538787841797,29.185461997985627
mps-uncap,0.7,28.937747478485118,44.68554496765132,55.2436971664428
mps-uncap,0.1,11.165857315063477,3.395543098449702,6.473946571350102
mps-uncap,0.2,15.248203277587894,5.504202842712404,7.939529418945319
mps-uncap,0.3,17.543525695800824,6.610617637634258,11.437592506408691
mps-uncap,0.4,16.388080120086673,9.390909671783447,14.950833320617667
