mode,load,0_mobilenet_v3_small-2,1_vgg16-4,2_vgg16-8
mps-uncap,0.8,3.9577484130859375,3.0837059020996094,5.63812255859375
mps-uncap,0.9,3.9360523223876953,3.1096935272216797,5.656242370605469
mps-uncap,1.0,4.016637802124023,3.3152103424072266,5.821704864501953
mps-uncap,0.5,4.022836685180664,3.048419952392578,5.511283874511719
mps-uncap,0.6,3.9014816284179688,3.0443668365478516,5.54656982421875
mps-uncap,0.7,3.9424896240234375,3.063201904296875,5.582332611083984
mps-uncap,0.1,4.75001335144043,3.3426284790039062,6.126880645751953
mps-uncap,0.2,4.083871841430664,3.096342086791992,5.611658096313477
mps-uncap,0.3,4.003047943115234,3.0863285064697266,5.596160888671875
mps-uncap,0.4,3.9763450622558594,3.071308135986328,5.545139312744141
