mode,load,0_mobilenet_v3_small-2,1_vgg16-4,2_vgg16-8
mps-uncap,0.8,126.66654586791992,137.1467113494873,140.40017127990723
mps-uncap,0.9,613.8911247253418,357.93042182922363,371.1256980895996
mps-uncap,1.0,5614.725351333618,7228.838205337524,5549.596071243286
mps-uncap,0.5,30.963659286499023,44.12722587585449,49.07703399658203
mps-uncap,0.6,50.409793853759766,57.439327239990234,59.35239791870117
mps-uncap,0.7,53.40981483459473,103.98101806640625,102.33592987060547
mps-uncap,0.1,28.52630615234375,15.565872192382812,22.18484878540039
mps-uncap,0.2,28.918743133544922,16.97683334350586,22.889137268066406
mps-uncap,0.3,38.26618194580078,20.009517669677734,24.47795867919922
mps-uncap,0.4,32.601118087768555,23.6208438873291,41.8543815612793
