mode,load,0_mobilenet_v3_small-2,1_vgg16-4,2_vgg16-8
mps-uncap,0.8,27.472686767578136,32.18104839324951,54.3722152709961
mps-uncap,0.9,448.9013671875,182.9300165176392,226.6240119934082
mps-uncap,1.0,4834.2519998550415,6074.351119995117,4954.4201374053955
mps-uncap,0.5,7.644557952880859,5.730867385864258,9.42087173461914
mps-uncap,0.6,8.054041862487795,7.503843307495136,13.496875762939453
mps-uncap,0.7,11.993384361267086,15.378570556640623,22.252750396728516
mps-uncap,0.1,2.3047924041748047,0.04453659057617189,0.051546096801757826
mps-uncap,0.2,6.624031066894531,0.1857280731201172,2.959156036376955
mps-uncap,0.3,8.07275772094727,1.962375640869143,5.144071578979494
mps-uncap,0.4,7.916331291198732,3.8059949874877925,6.48365020751953
