mode,load,0_mobilenet_v3_small-2,1_vgg16-4,2_vgg16-8
mps-uncap,0.8,18.276453018188477,20.223140716552734,21.083593368530273
mps-uncap,0.9,21.04949951171875,18.32890510559082,17.552614212036133
mps-uncap,1.0,17.18449592590332,17.842769622802734,16.320466995239258
mps-uncap,0.5,13.249874114990234,9.755134582519531,15.706300735473633
mps-uncap,0.6,14.22429084777832,22.67932891845703,20.99919319152832
mps-uncap,0.7,14.474153518676758,10.800600051879883,20.873546600341797
mps-uncap,0.1,13.281583786010742,12.518167495727539,12.814760208129883
mps-uncap,0.2,12.59756088256836,9.888172149658203,10.901927947998047
mps-uncap,0.3,12.197732925415039,9.346961975097656,10.026693344116211
mps-uncap,0.4,13.028144836425781,19.71721649169922,13.068437576293945
