mode,load,0_mobilenet_v3_small-2,1_vgg16-4,2_vgg16-8
mps-uncap,0.8,35.27517318725589,40.248703956604004,62.919330596923864
mps-uncap,0.9,457.57372379302984,191.5911436080933,235.47863960266113
mps-uncap,1.0,4842.249751091003,6082.5289726257315,4962.952136993408
mps-uncap,0.5,14.180994033813473,11.847615242004395,16.72077178955078
mps-uncap,0.6,14.361453056335451,14.081048965454103,20.99013328552246
mps-uncap,0.7,18.899440765380856,22.552967071533203,30.29236793518068
mps-uncap,0.1,12.176036834716797,6.259584426879884,9.713315963745119
mps-uncap,0.2,16.09578132629395,7.13658332824707,9.967041015625
mps-uncap,0.3,16.91751480102539,7.568645477294923,11.836433410644533
mps-uncap,0.4,15.884113311767578,9.18424129486084,13.780331611633299
