mode,load,0_mobilenet_v3_small-2,1_vgg16-4,2_vgg16-8
mps-uncap,0.8,5.446434020996094,5.161523818969727,13.98777961730957
mps-uncap,0.9,68.96114349365234,53.372740745544434,82.9169750213623
mps-uncap,1.0,2452.641487121582,2976.4857292175293,2372.591257095337
mps-uncap,0.5,0.026702880859375,0.026226043701171875,0.026702880859375
mps-uncap,0.6,0.025272369384765625,0.024080276489257812,1.1591911315917969
mps-uncap,0.7,0.9235143661499023,1.1168718338012695,4.454374313354492
mps-uncap,0.1,0.04076957702636719,0.040531158447265625,0.040531158447265625
mps-uncap,0.2,0.029802322387695312,0.04029273986816406,0.028848648071289062
mps-uncap,0.3,0.030040740966796875,0.027894973754882812,0.027418136596679688
mps-uncap,0.4,0.0286102294921875,0.027179718017578125,0.02765655517578125
