mode,load,0_densenet161-4,1_mobilenet_v2-32,2_resnet152-16
mps-uncap,0.8,0.013113021850585938,0.011682510375976562,0.011682510375976562
mps-uncap,0.9,0.01239776611328125,0.014781951904296875,0.012636184692382812
mps-uncap,1.0,0.012636184692382812,0.01239776611328125,0.013113021850585938
mps-uncap,0.5,0.012636184692382812,0.011205673217773438,0.011682510375976562
mps-uncap,0.6,0.01239776611328125,0.0095367431640625,0.011444091796875
mps-uncap,0.7,0.01239776611328125,0.009775161743164062,0.011682510375976562
mps-uncap,0.1,0.0171661376953125,0.014781951904296875,0.015735626220703125
mps-uncap,0.2,0.012636184692382812,0.011682510375976562,0.012159347534179688
mps-uncap,0.3,0.013113021850585938,0.011444091796875,0.01239776611328125
mps-uncap,0.4,0.012636184692382812,0.009775161743164062,0.011920928955078125
