mode,load,0_densenet161-4,1_mobilenet_v2-32,2_resnet152-16
mps-uncap,0.8,39.267778396606445,11.75503730773926,37.43538856506348
mps-uncap,0.9,34.028053283691406,12.251019477844238,37.14432716369629
mps-uncap,1.0,34.15060043334961,12.375617027282715,37.24830150604248
mps-uncap,0.5,27.26268768310547,11.803531646728516,31.75828456878662
mps-uncap,0.6,29.20403480529786,12.014150619506836,33.71725082397461
mps-uncap,0.7,32.405805587768555,12.15810775756836,35.13641357421875
mps-uncap,0.1,30.3208589553833,10.987997055053711,31.09564781188965
mps-uncap,0.2,29.316329956054688,11.364269256591797,27.832412719726562
mps-uncap,0.3,26.7134428024292,11.562633514404299,28.238201141357422
mps-uncap,0.4,27.4691104888916,10.970973968505865,28.162860870361325
