mode,load,0_densenet161-4,1_mobilenet_v2-32,2_resnet152-16
mps-uncap,0.8,95.9626641949084,2770.503625906076,393.9059953631704
mps-uncap,0.9,111.40990084854072,3021.1845203698344,438.9069863197497
mps-uncap,1.0,119.72619081729502,2953.884382086691,448.1121902899291
mps-uncap,0.5,63.25831901466749,1724.8405876744716,248.1341086211554
mps-uncap,0.6,76.89854033534795,2014.6709436534752,280.2145337038025
mps-uncap,0.7,84.3147852566497,2428.710491041636,337.8502780903815
mps-uncap,0.1,12.715400235012174,321.9337572103765,45.443823028792984
mps-uncap,0.2,24.246440092370165,672.974431853199,99.74224396547312
mps-uncap,0.3,39.60392833653168,987.3052543347161,140.7157485353026
mps-uncap,0.4,47.72199403219914,1322.387854910637,193.96724642794078
