mode,load,0_densenet161-4,1_mobilenet_v2-32,2_resnet152-16
mps-uncap,0.8,40.61459541320801,14.366645812988278,39.02233123779297
mps-uncap,0.9,35.26930809020996,13.495683670043945,38.35035800933838
mps-uncap,1.0,35.49379348754883,13.507452011108398,38.38576078414918
mps-uncap,0.5,32.05695152282715,15.285034179687491,36.10076427459717
mps-uncap,0.6,32.91787147521973,15.260243415832523,36.620693206787095
mps-uncap,0.7,34.12253379821777,15.219395160675049,37.19875335693359
mps-uncap,0.1,38.02583456039429,15.494794845581056,33.00862312316894
mps-uncap,0.2,32.42674827575683,14.74742412567139,32.501890659332275
mps-uncap,0.3,31.062378883361816,15.060429573059082,33.574371337890625
mps-uncap,0.4,35.91842889785766,14.8607110977173,31.99336528778076
