mode,load,0_densenet161-4,1_mobilenet_v2-32,2_resnet152-16
mps-uncap,0.8,220.84002494812015,81.12938404083256,189.2195940017701
mps-uncap,0.9,299.3038654327393,2097.1659421920776,651.8080711364746
mps-uncap,1.0,1891.0019874572752,6284.033298492432,6130.837774276733
mps-uncap,0.5,41.3670539855957,22.022581100463867,51.98004245758056
mps-uncap,0.6,49.216556549072294,26.497244834899902,61.79709434509277
mps-uncap,0.7,73.19025993347168,44.30108070373535,105.62782287597655
mps-uncap,0.1,32.8218936920166,12.7293586730957,31.786441802978516
mps-uncap,0.2,31.02431297302246,14.84251022338867,32.64515399932862
mps-uncap,0.3,31.7915678024292,16.879558563232422,32.07821846008301
mps-uncap,0.4,34.717702865600586,19.274687767028812,38.41652870178223
