mode,load,0_densenet161-4,1_mobilenet_v2-32,2_resnet152-16
mps-uncap,0.8,640.7145261764525,124.82535123825068,430.83758115768467
mps-uncap,0.9,401.13865852355957,2227.193820476532,797.8945541381836
mps-uncap,1.0,2696.5378379821777,7176.625537872314,6315.2829122543335
mps-uncap,0.5,49.23596382141113,32.270116806030245,58.56577396392817
mps-uncap,0.6,63.553686141967994,41.64206981658948,70.69127082824704
mps-uncap,0.7,100.99822998046892,74.19591903686523,161.55477523803677
mps-uncap,0.1,25.622270107269287,9.876689910888674,19.021964073181152
mps-uncap,0.2,25.748805999755856,12.673974037170476,25.63747644424435
mps-uncap,0.3,26.452195644378698,20.191340446472175,31.89233779907219
mps-uncap,0.4,32.036790847778306,21.814486980438254,33.21217536926269
