mode,load,0_densenet161-4,1_mobilenet_v2-32,2_resnet152-16
mps-uncap,0.8,740.9617900848389,171.91052436828613,576.7757892608643
mps-uncap,0.9,470.278263092041,2293.234348297119,909.2113971710205
mps-uncap,1.0,2777.956247329712,7284.702777862549,6493.019342422485
mps-uncap,0.5,82.55147933959961,76.2481689453125,110.83006858825684
mps-uncap,0.6,112.274169921875,76.12347602844238,163.75398635864258
mps-uncap,0.7,174.87668991088867,119.61007118225098,284.55519676208496
mps-uncap,0.1,51.91969871520996,22.98712730407715,52.559852600097656
mps-uncap,0.2,56.252479553222656,31.665802001953125,58.997392654418945
mps-uncap,0.3,67.00754165649414,41.1076545715332,81.25782012939453
mps-uncap,0.4,83.0984115600586,44.13175582885742,80.28316497802734
