mode,load,0_densenet161-4,1_mobilenet_v2-32,2_resnet152-16
mps-uncap,0.8,702.1024227142334,161.2715721130371,539.3860340118408
mps-uncap,0.9,437.5283718109131,2281.769037246704,873.8603591918945
mps-uncap,1.0,2745.471954345703,7275.26593208313,6457.96537399292
mps-uncap,0.5,64.1930103302002,67.79289245605469,89.24984931945801
mps-uncap,0.6,93.50728988647461,65.12141227722168,129.20403480529785
mps-uncap,0.7,141.94369316101074,110.20398139953613,249.40848350524902
mps-uncap,0.1,28.096675872802734,12.951374053955078,27.586936950683594
mps-uncap,0.2,28.76901626586914,22.70793914794922,44.4028377532959
mps-uncap,0.3,44.16346549987793,33.56051445007324,56.40983581542969
mps-uncap,0.4,44.771432876586914,35.791873931884766,61.42449378967285
