mode,load,0_densenet161-4,1_mobilenet_v2-32,2_resnet152-16
mps-uncap,0.8,66.98489189147949,27.41527557373047,67.11888313293457
mps-uncap,0.9,118.14355850219727,1080.2558660507202,385.03146171569824
mps-uncap,1.0,723.5796451568604,3349.2482900619507,3840.2812480926514
mps-uncap,0.5,21.56972885131836,10.787248611450195,27.47654914855957
mps-uncap,0.6,25.15101432800293,12.073636054992676,31.40997886657715
mps-uncap,0.7,30.41219711303711,17.171263694763184,40.56882858276367
mps-uncap,0.1,29.02352809906006,9.71078872680664,24.700164794921875
mps-uncap,0.2,20.76101303100586,9.446144104003906,23.47409725189209
mps-uncap,0.3,19.670844078063965,9.325742721557617,22.366046905517578
mps-uncap,0.4,20.900487899780273,9.790897369384766,22.3538875579834
