mode,load,0_inception_v3-4,1_resnet101-32,2_resnet34-32
mps-uncap,0.8,28.584089279174805,38.5827159881592,21.009640693664533
mps-uncap,0.9,30.19724130630492,36.06451988220215,21.913990974426273
mps-uncap,1.0,29.338264465332028,37.3034405708313,18.94916772842407
mps-uncap,0.5,26.649932861328125,33.94526958465575,21.495344638824456
mps-uncap,0.6,23.0341625213623,35.49822568893432,21.30426883697509
mps-uncap,0.7,28.61482620239257,35.23029327392578,21.757051944732666
mps-uncap,0.1,21.691894531250004,35.21982192993163,21.27048492431639
mps-uncap,0.2,23.35860013961792,32.10606575012205,20.30658721923828
mps-uncap,0.3,24.04174566268921,34.17020797729493,20.868582725524906
mps-uncap,0.4,21.939992904663086,34.911983013153076,21.651506423950195
