mode,load,0_inception_v3-4,1_resnet101-32,2_resnet34-32
mps-uncap,0.8,26.549291610717773,35.389137268066406,18.012070655822754
mps-uncap,0.9,28.44064235687256,33.77490043640137,19.559621810913086
mps-uncap,1.0,27.754402160644535,36.55736446380615,17.529988288879395
mps-uncap,0.5,21.334266662597663,31.165027618408203,17.375540733337402
mps-uncap,0.6,19.963550567626953,32.99307823181152,17.719507217407227
mps-uncap,0.7,25.760221481323242,33.10093879699707,19.060087203979492
mps-uncap,0.1,19.69907283782959,28.393292427062985,12.436962127685549
mps-uncap,0.2,20.04382610321045,28.272390365600586,14.12653923034668
mps-uncap,0.3,19.957566261291504,29.49542999267578,15.253186225891112
mps-uncap,0.4,18.457651138305664,31.082653999328613,16.63517951965332
