mode,load,0_inception_v3-4,1_resnet101-32,2_resnet34-32
mps-uncap,0.8,30.206918716430664,40.80677032470703,23.479461669921875
mps-uncap,0.9,30.883073806762695,37.960052490234375,24.649858474731445
mps-uncap,1.0,30.330657958984375,38.09618949890137,21.902799606323242
mps-uncap,0.5,28.89537811279297,35.59589385986328,23.076772689819336
mps-uncap,0.6,25.11739730834961,36.73410415649414,23.047447204589844
mps-uncap,0.7,30.028820037841797,36.681175231933594,23.513078689575195
mps-uncap,0.1,22.892236709594727,38.08140754699707,24.57427978515625
mps-uncap,0.2,28.236865997314453,32.723426818847656,21.87967300415039
mps-uncap,0.3,26.656150817871094,37.75453567504883,21.816730499267578
mps-uncap,0.4,24.616718292236328,36.904096603393555,22.948503494262695
