mode,load,0_inception_v3-4,1_resnet101-32,2_resnet34-32
mps-uncap,0.8,198.0910301208496,425.08411407470703,169.9967384338379
mps-uncap,0.9,434.4007968902588,3570.338249206543,3787.7676486968994
mps-uncap,1.0,3710.7574939727783,9282.747030258179,4292.026042938232
mps-uncap,0.5,51.42068862915039,129.9734115600586,68.1924819946289
mps-uncap,0.6,72.77917861938477,134.34505462646484,71.08640670776367
mps-uncap,0.7,122.38717079162598,344.05016899108887,170.17865180969238
mps-uncap,0.1,27.415752410888672,26.526212692260742,22.226572036743164
mps-uncap,0.2,40.15231132507324,43.451547622680664,20.68042755126953
mps-uncap,0.3,34.07144546508789,58.06159973144531,28.914213180541992
mps-uncap,0.4,34.11602973937988,78.09209823608398,48.599958419799805
