mode,load,0_inception_v3-4,1_resnet101-32,2_resnet34-32
mps-uncap,0.8,160.6002140045166,383.4875869750978,136.34604215621945
mps-uncap,0.9,367.96879768371554,3527.4538588523865,3742.2939777374268
mps-uncap,1.0,3651.235466003418,8947.858970165253,4111.1903166770935
mps-uncap,0.5,50.90930938720705,101.124491691589,51.800270080566136
mps-uncap,0.6,56.084613800048764,129.5214939117429,67.34815835952753
mps-uncap,0.7,117.1259832382202,322.2141218185424,139.03356313705447
mps-uncap,0.1,36.50821924209595,47.4997329711914,22.340841293334954
mps-uncap,0.2,40.1798176765442,50.412917137145996,24.23381805419922
mps-uncap,0.3,37.944045066833496,61.51001930236817,30.097007751464847
mps-uncap,0.4,36.54949188232418,85.87747097015377,38.40148448944092
