mode,load,0_inception_v3-4,1_resnet101-32,2_resnet34-32
mps-uncap,0.8,83.58283042907715,244.33565139770508,74.90749359130861
mps-uncap,0.9,183.23025703430176,3301.947379112244,3454.449462890625
mps-uncap,1.0,3095.870828628542,8281.824898719788,3827.5726556777954
mps-uncap,0.5,27.81023979187012,55.70096969604493,28.61258983612061
mps-uncap,0.6,28.702926635742188,76.98664665222167,35.18595695495609
mps-uncap,0.7,55.14864921569822,162.8793239593506,68.65594387054445
mps-uncap,0.1,20.107030868530273,30.85455894470215,15.547752380371097
mps-uncap,0.2,24.696230888366703,33.12230110168457,16.0524845123291
mps-uncap,0.3,23.880839347839355,41.51129722595216,19.21095848083496
mps-uncap,0.4,21.94275856018067,49.75929260253907,22.189855575561523
