mode,load,0_inception_v3-4,1_resnet101-32,2_resnet34-32
mps-uncap,0.8,139.78638648986808,354.2533111572267,121.50883913040158
mps-uncap,0.9,345.31376838684014,3494.295892715454,3726.6675424575806
mps-uncap,1.0,3630.53692817688,8913.666641712189,4097.585148811339
mps-uncap,0.5,35.08919239044191,74.74651813507015,39.827189445495506
mps-uncap,0.6,41.61352157592753,97.66916275024411,53.194315433502176
mps-uncap,0.7,95.47052860259979,290.86051464080805,123.1787133216858
mps-uncap,0.1,19.828903675079353,23.399853706359856,9.427776336669892
mps-uncap,0.2,28.755340576171896,23.58896732330322,12.330293655395508
mps-uncap,0.3,19.02609825134277,37.60361671447754,18.131546974182147
mps-uncap,0.4,22.1119689941406,58.31819772720335,25.105834007263184
