mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-8,3_resnet18-32
mps-uncap,1.0,2201.200373375289,2201.2054182845013,550.2973723237031,2998.5086457586726
