mode,load,0_efficientnet_b5-8,1_efficientnet_b6-32,2_inception_v3-32,3_mobilenet_v2-32
mps-uncap,1.0,0.008344650268554688,0.000476837158203125,0.000476837158203125,0.003337860107421875
