mode,load,0_densenet169-16,1_mobilenet_v3_large-2,2_resnet34-8
mps-uncap,0.8,706.7675890825225,414.4978291219491,1243.8258121233062
mps-uncap,0.9,783.078946241687,476.60876074817963,1399.5625012876037
mps-uncap,1.0,928.0356131762729,535.2652019118141,1531.5952133001365
mps-uncap,0.5,442.09286860190167,265.2009532585449,785.5787135176222
mps-uncap,0.6,547.9568044113794,319.33649929038603,940.4251459994229
mps-uncap,0.7,688.6260341594406,371.51111485276937,1103.3325427317523
mps-uncap,0.1,96.95395390797124,54.327170436056356,153.71769382634332
mps-uncap,0.2,171.52101783639282,110.86497429157912,307.91840728857085
mps-uncap,0.3,265.4392900469231,159.70514394627438,447.9209899616664
mps-uncap,0.4,355.3621850676357,212.23514683146328,634.0147374487127
