mode,load,0_densenet169-16,1_mobilenet_v3_large-2,2_resnet34-8
mps-uncap,0.8,17.234086990356445,5.70133686065674,6.748418807983398
mps-uncap,0.9,17.382383346557617,5.898904800415037,6.842212677001953
mps-uncap,1.0,17.686731815338135,6.039037704467773,6.882796287536621
mps-uncap,0.5,18.425490856170654,6.3575792312622035,6.65259838104248
mps-uncap,0.6,17.76054859161377,5.629997253417971,6.66437864303589
mps-uncap,0.7,17.155361175537106,5.720300674438478,6.755802631378174
mps-uncap,0.1,26.961512565612793,8.140182495117188,6.329655647277832
mps-uncap,0.2,27.210829257965088,8.04579496383667,6.461291313171388
mps-uncap,0.3,27.14310646057129,7.969963550567628,6.5460205078125
mps-uncap,0.4,19.396007061004646,7.276797294616699,6.592957973480225
