mode,load,0_densenet169-16,1_mobilenet_v3_large-2,2_resnet34-8
mps-uncap,0.8,26.885628700256348,5.554437637329102,6.202459335327148
mps-uncap,0.9,36.58187389373779,8.774518966674805,9.027361869812012
mps-uncap,1.0,198.85218143463135,37.20974922180176,29.558181762695312
mps-uncap,0.5,16.366004943847656,4.959821701049805,4.985690116882324
mps-uncap,0.6,17.25292205810547,4.6939849853515625,4.779696464538574
mps-uncap,0.7,23.011207580566406,4.964113235473633,5.552411079406738
mps-uncap,0.1,23.386240005493164,7.207155227661133,4.90570068359375
mps-uncap,0.2,18.217921257019043,7.339119911193848,4.9076080322265625
mps-uncap,0.3,17.704248428344727,6.80232048034668,4.859447479248047
mps-uncap,0.4,16.83628559112549,5.7898759841918945,4.954934120178223
