mode,load,0_densenet169-16,1_mobilenet_v3_large-2,2_resnet34-8
mps-uncap,0.8,215.0411605834961,35.66455841064453,49.59607124328613
mps-uncap,0.9,249.17149543762207,102.29730606079102,102.6151180267334
mps-uncap,1.0,661.5393161773682,258.79693031311035,203.22871208190918
mps-uncap,0.5,45.935630798339844,24.06620979309082,23.272275924682617
mps-uncap,0.6,70.62935829162598,32.69338607788086,29.9222469329834
mps-uncap,0.7,151.0608196258545,33.34212303161621,44.020891189575195
mps-uncap,0.1,37.86492347717285,14.68968391418457,8.652687072753906
mps-uncap,0.2,51.079750061035156,25.176286697387695,11.740684509277344
mps-uncap,0.3,46.76103591918945,26.586294174194336,329.17332649230957
mps-uncap,0.4,52.35433578491211,26.136398315429688,16.208887100219727
