mode,load,0_densenet169-16,1_mobilenet_v3_large-2,2_resnet34-8
mps-uncap,0.8,44.830918312072754,9.541416168212896,11.464071273803716
mps-uncap,0.9,89.5702600479126,22.86839485168457,20.790195465087905
mps-uncap,1.0,442.3079967498779,101.99031829833987,109.37848091125495
mps-uncap,0.5,15.551519393920893,6.551837921142577,5.3134918212890625
mps-uncap,0.6,22.592973709106445,6.0134887695312536,5.8760404586791966
mps-uncap,0.7,38.85388374328613,7.464933395385745,8.44433307647705
mps-uncap,0.1,4.555511474609376,3.4222126007080114,0.07462501525878906
mps-uncap,0.2,10.503101348876957,6.4055681228637695,2.2718906402587935
mps-uncap,0.3,13.985872268676758,7.360339164733887,3.2291412353515643
mps-uncap,0.4,14.711260795593262,6.706595420837402,4.27818298339844
