mode,load,0_densenet169-16,1_mobilenet_v3_large-2,2_resnet34-8
mps-uncap,0.8,15.702009201049805,2.991914749145508,4.105567932128906
mps-uncap,0.9,16.44301414489746,3.068208694458008,4.322171211242676
mps-uncap,1.0,17.069339752197266,3.201007843017578,4.536867141723633
mps-uncap,0.5,14.560699462890625,3.5119056701660156,4.289865493774414
mps-uncap,0.6,14.936208724975586,3.0050277709960938,4.007697105407715
mps-uncap,0.7,15.138864517211914,2.9609203338623047,4.036307334899902
mps-uncap,0.1,18.553495407104492,7.000207901000977,4.791975021362305
mps-uncap,0.2,17.582178115844727,6.764888763427734,4.734516143798828
mps-uncap,0.3,16.203880310058594,5.400538444519043,4.689693450927734
mps-uncap,0.4,14.618277549743652,4.669189453125,4.6433210372924805
