mode,load,0_vgg16-4,1_vgg16-4,2_vgg16-4,3_vgg16-4
mig,0.1,37.50605547274154,36.06435585594141,36.12894594321862,20.836825498850057
mig,0.2,72.73348621584618,78.19579347727836,72.7509751200981,36.683636356234736
mig,0.3,111.560797345994,110.25998869378597,106.30545224024041,53.33445959507605
mig,0.4,150.86287500587312,142.1732730836915,151.2441754462518,71.8537198456376
mig,0.5,184.26059611399023,180.96156068668665,184.26240554287762,94.13228023148562
mig,0.6,231.80709354820692,219.60245135037832,219.1863295981806,116.4665151586456
mig,0.7,262.4269238077538,260.9658195825819,257.32174496013994,127.86571196337393
mig,0.8,299.3374452427756,295.03502690908186,296.3370745735238,148.19665338008429
mig,0.9,336.40065674719926,331.4193700030626,332.1305519580702,172.76638129634603
mig,1.0,372.3207886352506,366.92333860697795,363.9070787983964,190.35616329843626
