mode,load,0_resnet152-4,1_resnet34-2,2_vgg19-16
mps-uncap,0.8,0.05984306335449219,0.41675567626953125,9.561777114868164
mps-uncap,0.9,11.173486709594727,5.475521087646484,18.772602081298828
mps-uncap,1.0,94.78533267974854,47.87588119506836,82.63278007507324
mps-uncap,0.5,0.05829334259033203,0.0457763671875,0.05173683166503906
mps-uncap,0.6,0.058650970458984375,0.0476837158203125,1.4691352844238281
mps-uncap,0.7,0.058650970458984375,0.048160552978515625,5.923986434936523
mps-uncap,0.1,0.06079673767089844,0.05888938903808594,0.06103515625
mps-uncap,0.2,0.05984306335449219,0.050067901611328125,0.055789947509765625
mps-uncap,0.3,0.0591278076171875,0.05054473876953125,0.0514984130859375
mps-uncap,0.4,0.05817413330078125,0.04684925079345703,0.04863739013671875
