mode,load,0_densenet161-32,1_efficientnet_b5-8,2_efficientnet_b7-32,3_mobilenet_v2-32
mps-uncap,1.0,0.0011920928955078125,0.0059604644775390625,0.008106231689453125,0.0035762786865234375
