mode,load,0_vgg19-16,1_densenet169-16,2_mobilenet_v3_small-2
mps-uncap,1.0,1090.0067822568308,271.673845251789,175.3860869762766
mig,1.0,621.1807948252734,453.6469102148985,482.7760149365679
